temple,date,hour,day_of_week,is_weekend,is_holiday,is_festival,weather,temperature,previous_visitors,current_crowd,visitors
Dwarka,2025-04-05,9,Saturday,1,0,0,Cloudy,30.6,3414,7112,2746
Dwarka,2025-04-05,10,Saturday,1,0,0,Cloudy,30.5,2746,6611,2364
Dwarka,2025-04-05,11,Saturday,1,0,0,Cloudy,31.7,2364,5448,1628
Dwarka,2025-04-05,12,Saturday,1,0,0,Cloudy,33.8,1628,4633,1383
Dwarka,2025-04-05,13,Saturday,1,0,0,Cloudy,33.7,1383,3708,1175
Dwarka,2025-04-05,14,Saturday,1,0,0,Rainy,33.0,1175,3679,1458
Dwarka,2025-04-05,15,Saturday,1,0,0,Cloudy,33.3,1458,4465,1946
Dwarka,2025-04-05,16,Saturday,1,0,0,Cloudy,33.5,1946,5606,2415
Dwarka,2025-04-05,17,Saturday,1,0,0,Cloudy,31.4,2415,6825,3028
Dwarka,2025-04-05,18,Saturday,1,0,0,Cloudy,31.1,3028,8008,3636
Dwarka,2025-04-05,19,Saturday,1,0,0,Cloudy,29.8,3636,7553,2909
Dwarka,2025-04-05,20,Saturday,1,0,0,Cloudy,27.8,2909,6076,2043
Dwarka,2025-04-05,21,Saturday,1,0,0,Cloudy,26.6,2043,4635,1295
Dwarka,2025-04-05,22,Saturday,1,0,0,Cloudy,26.9,1295,2807,439
Dwarka,2025-04-05,23,Saturday,1,0,0,Cloudy,25.2,439,1615,147
Dwarka,2025-04-06,0,Sunday,1,1,1,Clear,24.6,147,1013,182
Dwarka,2025-04-06,1,Sunday,1,1,1,Clear,24.3,182,679,103
Dwarka,2025-04-06,2,Sunday,1,1,1,Clear,23.7,103,499,128
Dwarka,2025-04-06,3,Sunday,1,1,1,Clear,23.6,128,625,279
Dwarka,2025-04-06,4,Sunday,1,1,1,Clear,25.8,279,2694,1773
Dwarka,2025-04-06,5,Sunday,1,1,1,Clear,25.0,1773,6205,3693
Dwarka,2025-04-06,6,Sunday,1,1,1,Clear,25.4,3693,12189,6753
Dwarka,2025-04-06,7,Sunday,1,1,1,Clear,27.8,6753,17803,8487
Dwarka,2025-04-06,8,Sunday,1,1,1,Clear,28.7,8487,20758,9711
Dwarka,2025-04-06,9,Sunday,1,1,1,Clear,29.3,9711,23623,9870
Dwarka,2025-04-06,10,Sunday,1,1,1,Clear,31.4,9870,21049,6701
Dwarka,2025-04-06,11,Sunday,1,1,1,Clear,33.5,6701,21441,8677
Dwarka,2025-04-06,12,Sunday,1,1,1,Clear,33.0,8677,16180,4123
Dwarka,2025-04-06,13,Sunday,1,1,1,Clear,34.3,4123,12590,3463
Dwarka,2025-04-06,14,Sunday,1,1,1,Clear,34.0,3463,10817,3625
Dwarka,2025-04-06,15,Sunday,1,1,1,Clear,34.2,3625,12360,5248
Dwarka,2025-04-06,16,Sunday,1,1,1,Clear,32.6,5248,16806,8092
Dwarka,2025-04-06,17,Sunday,1,1,1,Clear,32.1,8092,23023,11062
Dwarka,2025-04-06,18,Sunday,1,1,1,Clear,31.4,11062,22247,9286
Dwarka,2025-04-06,19,Sunday,1,1,1,Clear,30.9,9286,21615,7966
Dwarka,2025-04-06,20,Sunday,1,1,1,Clear,28.2,7966,17517,5328
Dwarka,2025-04-06,21,Sunday,1,1,1,Clear,29.1,5328,12355,2803
Dwarka,2025-04-06,22,Sunday,1,1,1,Clear,26.4,2803,7452,1374
Dwarka,2025-04-06,23,Sunday,1,1,1,Clear,25.0,1374,4106,477
Dwarka,2025-04-07,0,Monday,0,0,0,Clear,25.2,477,2056,31
Dwarka,2025-04-07,1,Monday,0,0,0,Clear,25.4,31,1112,22
Dwarka,2025-04-07,2,Monday,0,0,0,Clear,25.7,22,562,24
Dwarka,2025-04-07,3,Monday,0,0,0,Clear,25.5,24,350,52
Dwarka,2025-04-07,4,Monday,0,0,0,Clear,25.9,52,703,395
Dwarka,2025-04-07,5,Monday,0,0,0,Clear,26.7,395,1911,1174
Dwarka,2025-04-07,6,Monday,0,0,0,Clear,27.4,1174,3069,1614
Dwarka,2025-04-07,7,Monday,0,0,0,Clear,28.9,1614,3725,1641
Dwarka,2025-04-07,8,Monday,0,0,0,Clear,30.8,1641,4497,1959
Dwarka,2025-04-07,9,Monday,0,0,0,Clear,30.7,1959,4391,1667
Dwarka,2025-04-07,10,Monday,0,0,0,Clear,32.4,1667,3760,1248
Dwarka,2025-04-07,11,Monday,0,0,0,Clear,34.6,1248,3747,1475
Dwarka,2025-04-07,12,Monday,0,0,0,Clear,35.5,1475,3191,950
Dwarka,2025-04-07,13,Monday,0,0,0,Clear,35.3,950,2375,621
Dwarka,2025-04-07,14,Monday,0,0,0,Clear,35.1,621,2280,857
Dwarka,2025-04-07,15,Monday,0,0,0,Clear,35.3,857,2795,1231
Dwarka,2025-04-07,16,Monday,0,0,0,Clear,34.8,1231,3601,1673
Dwarka,2025-04-07,17,Monday,0,0,0,Clear,34.7,1673,4335,1936
Dwarka,2025-04-07,18,Monday,0,0,0,Clear,32.9,1936,4840,2104
Dwarka,2025-04-07,19,Monday,0,0,0,Clear,31.3,2104,4806,1932
Dwarka,2025-04-07,20,Monday,0,0,0,Clear,30.3,1932,4279,1491
Dwarka,2025-04-07,21,Monday,0,0,0,Clear,29.6,1491,2914,717
Dwarka,2025-04-07,22,Monday,0,0,0,Clear,26.9,717,1840,386
Dwarka,2025-04-07,23,Monday,0,0,0,Clear,27.2,386,1074,98
Dwarka,2025-04-08,0,Tuesday,0,0,0,Clear,23.8,98,573,33
Dwarka,2025-04-08,1,Tuesday,0,0,0,Clear,24.4,33,328,19
Dwarka,2025-04-08,2,Tuesday,0,0,0,Clear,23.8,19,178,17
Dwarka,2025-04-08,3,Tuesday,0,0,0,Clear,23.2,17,165,61
Dwarka,2025-04-08,4,Tuesday,0,0,0,Clear,24.8,61,529,335
Dwarka,2025-04-08,5,Tuesday,0,0,0,Clear,24.2,335,1371,815
Dwarka,2025-04-08,6,Tuesday,0,0,0,Clear,25.8,815,2217,1135
Dwarka,2025-04-08,7,Tuesday,0,0,0,Clear,26.7,1135,3705,1992
Dwarka,2025-04-08,8,Tuesday,0,0,0,Clear,28.4,1992,4290,1929
Dwarka,2025-04-08,9,Tuesday,0,0,0,Clear,30.0,1929,4161,1742
Dwarka,2025-04-08,10,Tuesday,0,0,0,Clear,32.6,1742,3791,1424
Dwarka,2025-04-08,11,Tuesday,0,0,0,Clear,32.1,1424,3644,1311
Dwarka,2025-04-08,12,Tuesday,0,0,0,Clear,34.4,1311,2782,746
Dwarka,2025-04-08,13,Tuesday,0,0,0,Clear,34.3,746,2450,770
Dwarka,2025-04-08,14,Tuesday,0,0,0,Clear,33.8,770,2285,848
Dwarka,2025-04-08,15,Tuesday,0,0,0,Clear,34.1,848,2641,1211
Dwarka,2025-04-08,16,Tuesday,0,0,0,Clear,34.2,1211,2976,1280
Dwarka,2025-04-08,17,Tuesday,0,0,0,Clear,33.5,1280,4011,1895
Dwarka,2025-04-08,18,Tuesday,0,0,0,Clear,30.9,1895,4366,1741
Dwarka,2025-04-08,19,Tuesday,0,0,0,Clear,30.0,1741,4257,1526
Dwarka,2025-04-08,20,Tuesday,0,0,0,Clear,28.4,1526,3741,1254
Dwarka,2025-04-08,21,Tuesday,0,0,0,Clear,27.7,1254,2643,666
Dwarka,2025-04-08,22,Tuesday,0,0,0,Clear,25.7,666,1661,322
Dwarka,2025-04-08,23,Tuesday,0,0,0,Clear,25.9,322,889,99
Dwarka,2025-04-09,0,Wednesday,0,0,0,Clear,22.4,99,461,30
Dwarka,2025-04-09,1,Wednesday,0,0,0,Clear,22.1,30,269,22
Dwarka,2025-04-09,2,Wednesday,0,0,0,Clear,21.9,22,161,19
Dwarka,2025-04-09,3,Wednesday,0,0,0,Clear,22.2,19,165,62
Dwarka,2025-04-09,4,Wednesday,0,0,0,Clear,22.4,62,547,349
Dwarka,2025-04-09,5,Wednesday,0,0,0,Clear,22.4,349,1137,635
Dwarka,2025-04-09,6,Wednesday,0,0,0,Clear,23.6,635,2713,1630
Dwarka,2025-04-09,7,Wednesday,0,0,0,Clear,25.7,1630,3454,1656
Dwarka,2025-04-09,8,Wednesday,0,0,0,Clear,27.3,1656,4625,2185
Dwarka,2025-04-09,9,Wednesday,0,0,0,Clear,27.7,2185,4669,1798
Dwarka,2025-04-09,10,Wednesday,0,0,0,Clear,28.5,1798,4321,1378
Dwarka,2025-04-09,11,Wednesday,0,0,0,Clear,31.7,1378,4060,1434
Dwarka,2025-04-09,12,Wednesday,0,0,0,Clear,30.7,1434,2893,752
Dwarka,2025-04-09,13,Wednesday,0,0,0,Clear,31.1,752,2779,937
Dwarka,2025-04-09,14,Wednesday,0,0,0,Clear,32.1,937,2451,783
Dwarka,2025-04-09,15,Wednesday,0,0,0,Clear,31.3,783,2379,878
Dwarka,2025-04-09,16,Wednesday,0,0,0,Clear,30.4,878,2965,1361
Dwarka,2025-04-09,17,Wednesday,0,0,0,Clear,29.8,1361,3920,1854
Dwarka,2025-04-09,18,Wednesday,0,0,0,Clear,27.9,1854,5056,2420
Dwarka,2025-04-09,19,Wednesday,0,0,0,Clear,27.2,2420,4560,1590
Dwarka,2025-04-09,20,Wednesday,0,0,0,Clear,27.2,1590,3981,1282
Dwarka,2025-04-09,21,Wednesday,0,0,0,Clear,25.2,1282,2945,744
Dwarka,2025-04-09,22,Wednesday,0,0,0,Clear,22.6,744,1902,301
Dwarka,2025-04-09,23,Wednesday,0,0,0,Clear,25.0,301,1052,89
Dwarka,2025-04-10,0,Thursday,0,0,0,Sunny,22.8,89,517,35
Dwarka,2025-04-10,1,Thursday,0,0,0,Sunny,22.8,35,290,21
Dwarka,2025-04-10,2,Thursday,0,0,0,Sunny,22.2,21,170,23
Dwarka,2025-04-10,3,Thursday,0,0,0,Sunny,23.2,23,157,60
Dwarka,2025-04-10,4,Thursday,0,0,0,Sunny,24.0,60,555,352
Dwarka,2025-04-10,5,Thursday,0,0,0,Sunny,24.6,352,1322,788
Dwarka,2025-04-10,6,Thursday,0,0,0,Sunny,26.0,788,2903,1693
Dwarka,2025-04-10,7,Thursday,0,0,0,Sunny,26.1,1693,3982,1992
Dwarka,2025-04-10,8,Thursday,0,0,0,Sunny,27.3,1992,4242,1756
Dwarka,2025-04-10,9,Thursday,0,0,0,Sunny,28.7,1756,3823,1409
Dwarka,2025-04-10,10,Thursday,0,0,0,Sunny,31.1,1409,3553,1296
Dwarka,2025-04-10,11,Thursday,0,0,0,Sunny,33.0,1296,3398,1232
Dwarka,2025-04-10,12,Thursday,0,0,0,Sunny,32.1,1232,3096,1118
Dwarka,2025-04-10,13,Thursday,0,0,0,Sunny,33.0,1118,2666,884
Dwarka,2025-04-10,14,Thursday,0,0,0,Sunny,33.4,884,2458,886
Dwarka,2025-04-10,15,Thursday,0,0,0,Sunny,33.4,886,2852,1267
Dwarka,2025-04-10,16,Thursday,0,0,0,Sunny,32.2,1267,3235,1453
Dwarka,2025-04-10,17,Thursday,0,0,0,Sunny,30.9,1453,4341,2011
Dwarka,2025-04-10,18,Thursday,0,0,0,Sunny,31.3,2011,4190,1579
Dwarka,2025-04-10,19,Thursday,0,0,0,Sunny,28.8,1579,4338,1755
Dwarka,2025-04-10,20,Thursday,0,0,0,Sunny,28.5,1755,3628,1291
Dwarka,2025-04-10,21,Thursday,0,0,0,Sunny,26.2,1291,2769,755
Dwarka,2025-04-10,22,Thursday,0,0,0,Sunny,24.6,755,1696,269
Dwarka,2025-04-10,23,Thursday,0,0,0,Sunny,23.6,269,915,88
Dwarka,2025-04-11,0,Friday,0,0,0,Clear,21.8,88,475,38
Dwarka,2025-04-11,1,Friday,0,0,0,Clear,21.8,38,262,24
Dwarka,2025-04-11,2,Friday,0,0,0,Clear,22.1,24,172,28
Dwarka,2025-04-11,3,Friday,0,0,0,Clear,22.2,28,169,65
Dwarka,2025-04-11,4,Friday,0,0,0,Clear,22.0,65,618,398
Dwarka,2025-04-11,5,Friday,0,0,0,Clear,23.5,398,1471,870
Dwarka,2025-04-11,6,Friday,0,0,0,Clear,23.8,870,3051,1751
Dwarka,2025-04-11,7,Friday,0,0,0,Clear,25.0,1751,4177,1982
Dwarka,2025-04-11,8,Friday,0,0,0,Clear,26.7,1982,5032,2223
Dwarka,2025-04-11,9,Friday,0,0,0,Clear,27.9,2223,5523,2389
Dwarka,2025-04-11,10,Friday,0,0,0,Clear,29.3,2389,4625,1496
Dwarka,2025-04-11,11,Friday,0,0,0,Clear,29.5,1496,4453,1591
Dwarka,2025-04-11,12,Friday,0,0,0,Clear,31.8,1591,3415,1016
Dwarka,2025-04-11,13,Friday,0,0,0,Clear,31.4,1016,3193,1064
Dwarka,2025-04-11,14,Friday,0,0,0,Clear,32.1,1064,3002,1011
Dwarka,2025-04-11,15,Friday,0,0,0,Clear,31.5,1011,3469,1430
Dwarka,2025-04-11,16,Friday,0,0,0,Clear,30.8,1430,4444,2026
Dwarka,2025-04-11,17,Friday,0,0,0,Clear,30.5,2026,4784,2021
Dwarka,2025-04-11,18,Friday,0,0,0,Clear,29.6,2021,5118,2079
Dwarka,2025-04-11,19,Friday,0,0,0,Clear,28.5,2079,5360,2278
Dwarka,2025-04-11,20,Friday,0,0,0,Clear,27.6,2278,5137,1860
Dwarka,2025-04-11,21,Friday,0,0,0,Clear,24.8,1860,3609,851
Dwarka,2025-04-11,22,Friday,0,0,0,Clear,24.3,851,2271,381
Dwarka,2025-04-11,23,Friday,0,0,0,Clear,23.0,381,1242,131
Dwarka,2025-04-12,0,Saturday,1,0,0,Clear,23.1,131,698,63
Dwarka,2025-04-12,1,Saturday,1,0,0,Clear,22.2,63,391,39
Dwarka,2025-04-12,2,Saturday,1,0,0,Clear,20.3,39,230,34
Dwarka,2025-04-12,3,Saturday,1,0,0,Clear,20.7,34,213,74
Dwarka,2025-04-12,4,Saturday,1,0,0,Clear,22.1,74,821,535
Dwarka,2025-04-12,5,Saturday,1,0,0,Clear,23.4,535,2001,1188
Dwarka,2025-04-12,6,Saturday,1,0,0,Clear,23.7,1188,4328,2525
Dwarka,2025-04-12,7,Saturday,1,0,0,Clear,25.2,2525,6223,3053
Dwarka,2025-04-12,8,Saturday,1,0,0,Clear,26.5,3053,7895,3393
Dwarka,2025-04-12,9,Saturday,1,0,0,Clear,29.4,3393,6982,2690
Dwarka,2025-04-12,10,Saturday,1,0,0,Clear,29.4,2690,6931,2520
Dwarka,2025-04-12,11,Saturday,1,0,0,Clear,30.3,2520,6266,2038
Dwarka,2025-04-12,12,Saturday,1,0,0,Clear,31.8,2038,4494,1192
Dwarka,2025-04-12,13,Saturday,1,0,0,Clear,31.5,1192,3816,1247
Dwarka,2025-04-12,14,Saturday,1,0,0,Clear,32.0,1247,4266,1686
Dwarka,2025-04-12,15,Saturday,1,0,0,Clear,31.9,1686,4392,1748
Dwarka,2025-04-12,16,Saturday,1,0,0,Clear,31.0,1748,5814,2715
Dwarka,2025-04-12,17,Saturday,1,0,0,Clear,31.4,2715,6890,2997
Dwarka,2025-04-12,18,Saturday,1,0,0,Clear,30.5,2997,7650,3199
Dwarka,2025-04-12,19,Saturday,1,0,0,Clear,27.3,3199,7368,2844
Dwarka,2025-04-12,20,Saturday,1,0,0,Clear,27.1,2844,6274,2150
Dwarka,2025-04-12,21,Saturday,1,0,0,Clear,25.6,2150,4855,1259
Dwarka,2025-04-12,22,Saturday,1,0,0,Clear,23.1,1259,3166,552
Dwarka,2025-04-12,23,Saturday,1,0,0,Clear,22.5,552,1720,151
Dwarka,2025-04-13,0,Sunday,1,0,0,Sunny,25.4,151,890,61
Dwarka,2025-04-13,1,Sunday,1,0,0,Sunny,24.8,61,492,50
Dwarka,2025-04-13,2,Sunday,1,0,0,Sunny,24.5,50,311,54
Dwarka,2025-04-13,3,Sunday,1,0,0,Sunny,25.3,54,261,96
Dwarka,2025-04-13,4,Sunday,1,0,0,Sunny,24.7,96,1182,780
Dwarka,2025-04-13,5,Sunday,1,0,0,Sunny,25.0,780,3464,2142
Dwarka,2025-04-13,6,Sunday,1,0,0,Sunny,28.3,2142,5571,2864
Dwarka,2025-04-13,7,Sunday,1,0,0,Sunny,28.8,2864,8617,4425
Dwarka,2025-04-13,8,Sunday,1,0,0,Sunny,30.4,4425,10727,4982
Dwarka,2025-04-13,9,Sunday,1,0,0,Sunny,31.7,4982,9520,3104
Dwarka,2025-04-13,10,Sunday,1,0,0,Sunny,34.0,3104,8389,2845
Dwarka,2025-04-13,11,Sunday,1,0,0,Sunny,34.4,2845,7737,2724
Dwarka,2025-04-13,12,Sunday,1,0,0,Sunny,34.5,2724,6118,1793
Dwarka,2025-04-13,13,Sunday,1,0,0,Sunny,35.3,1793,4861,1433
Dwarka,2025-04-13,14,Sunday,1,0,0,Sunny,36.3,1433,4763,1907
Dwarka,2025-04-13,15,Sunday,1,0,0,Sunny,35.1,1907,5349,2382
Dwarka,2025-04-13,16,Sunday,1,0,0,Sunny,34.8,2382,6729,3142
Dwarka,2025-04-13,17,Sunday,1,0,0,Sunny,34.0,3142,7718,3533
Dwarka,2025-04-13,18,Sunday,1,0,0,Sunny,33.2,3533,8450,3649
Dwarka,2025-04-13,19,Sunday,1,0,0,Sunny,30.4,3649,8950,3561
Dwarka,2025-04-13,20,Sunday,1,0,0,Sunny,30.2,3561,9623,3773
Dwarka,2025-04-13,21,Sunday,1,0,0,Sunny,28.2,3773,7176,1431
Dwarka,2025-04-13,22,Sunday,1,0,0,Sunny,28.2,1431,4483,760
Dwarka,2025-04-13,23,Sunday,1,0,0,Sunny,26.6,760,2436,198
Dwarka,2025-04-14,0,Monday,0,1,1,Clear,23.9,198,1125,90
Dwarka,2025-04-14,1,Monday,0,1,1,Clear,23.4,90,557,37
Dwarka,2025-04-14,2,Monday,0,1,1,Clear,23.0,37,335,44
Dwarka,2025-04-14,3,Monday,0,1,1,Clear,24.9,44,304,113
Dwarka,2025-04-14,4,Monday,0,1,1,Clear,24.4,113,1376,910
Dwarka,2025-04-14,5,Monday,0,1,1,Clear,24.8,910,2624,1469
Dwarka,2025-04-14,6,Monday,0,1,1,Clear,26.6,1469,6394,3857
Dwarka,2025-04-14,7,Monday,0,1,1,Clear,27.9,3857,9672,4735
Dwarka,2025-04-14,8,Monday,0,1,1,Clear,28.4,4735,12298,5343
Dwarka,2025-04-14,9,Monday,0,1,1,Clear,29.7,5343,12213,4281
Dwarka,2025-04-14,10,Monday,0,1,1,Clear,31.1,4281,10324,3187
Dwarka,2025-04-14,11,Monday,0,1,1,Clear,31.6,3187,9111,2945
Dwarka,2025-04-14,12,Monday,0,1,1,Clear,33.1,2945,7501,2128
Dwarka,2025-04-14,13,Monday,0,1,1,Clear,34.0,2128,5889,1649
Dwarka,2025-04-14,14,Monday,0,1,1,Clear,33.2,1649,5151,1830
Dwarka,2025-04-14,15,Monday,0,1,1,Clear,34.3,1830,7241,3742
Dwarka,2025-04-14,16,Monday,0,1,1,Clear,33.8,3742,8968,3940
Dwarka,2025-04-14,17,Monday,0,1,1,Clear,33.3,3940,9083,3714
Dwarka,2025-04-14,18,Monday,0,1,1,Clear,31.8,3714,10765,4755
Dwarka,2025-04-14,19,Monday,0,1,1,Clear,30.4,4755,9779,3219
Dwarka,2025-04-14,20,Monday,0,1,1,Clear,28.9,3219,9686,3687
Dwarka,2025-04-14,21,Monday,0,1,1,Clear,26.4,3687,7366,1893
Dwarka,2025-04-14,22,Monday,0,1,1,Clear,25.3,1893,4551,699
Dwarka,2025-04-14,23,Monday,0,1,1,Clear,25.5,699,2681,195
Dwarka,2025-04-15,0,Tuesday,0,0,0,Clear,23.9,195,1481,29
Dwarka,2025-04-15,1,Tuesday,0,0,0,Clear,23.2,29,719,20
Dwarka,2025-04-15,2,Tuesday,0,0,0,Clear,23.8,20,351,19
Dwarka,2025-04-15,3,Tuesday,0,0,0,Clear,23.6,19,230,49
Dwarka,2025-04-15,4,Tuesday,0,0,0,Clear,23.9,49,659,408
Dwarka,2025-04-15,5,Tuesday,0,0,0,Clear,24.4,408,1286,718
Dwarka,2025-04-15,6,Tuesday,0,0,0,Clear,25.4,718,2886,1661
Dwarka,2025-04-15,7,Tuesday,0,0,0,Clear,28.3,1661,3674,1803
Dwarka,2025-04-15,8,Tuesday,0,0,0,Clear,29.7,1803,3973,1688
Dwarka,2025-04-15,9,Tuesday,0,0,0,Clear,30.2,1688,4667,1970
Dwarka,2025-04-15,10,Tuesday,0,0,0,Clear,32.0,1970,4046,1365
Dwarka,2025-04-15,11,Tuesday,0,0,0,Clear,32.7,1365,3576,1146
Dwarka,2025-04-15,12,Tuesday,0,0,0,Clear,33.8,1146,2673,869
Dwarka,2025-04-15,13,Tuesday,0,0,0,Clear,33.9,869,2237,699
Dwarka,2025-04-15,14,Tuesday,0,0,0,Clear,33.6,699,2090,734
Dwarka,2025-04-15,15,Tuesday,0,0,0,Clear,33.6,734,2580,1193
Dwarka,2025-04-15,16,Tuesday,0,0,0,Clear,34.2,1193,3491,1655
Dwarka,2025-04-15,17,Tuesday,0,0,0,Clear,32.4,1655,4433,2018
Dwarka,2025-04-15,18,Tuesday,0,0,0,Clear,31.6,2018,5298,2236
Dwarka,2025-04-15,19,Tuesday,0,0,0,Clear,29.4,2236,4370,1427
Dwarka,2025-04-15,20,Tuesday,0,0,0,Clear,27.9,1427,3787,1205
Dwarka,2025-04-15,21,Tuesday,0,0,0,Clear,27.4,1205,2817,664
Dwarka,2025-04-15,22,Tuesday,0,0,0,Clear,26.2,664,1857,316
Dwarka,2025-04-15,23,Tuesday,0,0,0,Clear,25.0,316,1047,130
Dwarka,2025-04-16,0,Wednesday,0,0,0,Clear,22.9,130,553,28
Dwarka,2025-04-16,1,Wednesday,0,0,0,Clear,20.8,28,291,24
Dwarka,2025-04-16,2,Wednesday,0,0,0,Clear,21.2,24,172,19
Dwarka,2025-04-16,3,Wednesday,0,0,0,Clear,20.8,19,163,63
Dwarka,2025-04-16,4,Wednesday,0,0,0,Clear,20.9,63,624,406
Dwarka,2025-04-16,5,Wednesday,0,0,0,Clear,22.5,406,1287,746
Dwarka,2025-04-16,6,Wednesday,0,0,0,Clear,23.6,746,2842,1625
Dwarka,2025-04-16,7,Wednesday,0,0,0,Clear,25.0,1625,4004,2009
Dwarka,2025-04-16,8,Wednesday,0,0,0,Clear,26.1,2009,4617,2006
Dwarka,2025-04-16,9,Wednesday,0,0,0,Clear,27.5,2006,3979,1477
Dwarka,2025-04-16,10,Wednesday,0,0,0,Clear,29.4,1477,4008,1490
Dwarka,2025-04-16,11,Wednesday,0,0,0,Clear,29.7,1490,3399,1092
Dwarka,2025-04-16,12,Wednesday,0,0,0,Clear,31.3,1092,2784,805
Dwarka,2025-04-16,13,Wednesday,0,0,0,Clear,30.7,805,2290,710
Dwarka,2025-04-16,14,Wednesday,0,0,0,Clear,32.2,710,2412,901
Dwarka,2025-04-16,15,Wednesday,0,0,0,Clear,30.5,901,2727,1155
Dwarka,2025-04-16,16,Wednesday,0,0,0,Clear,31.2,1155,3255,1360
Dwarka,2025-04-16,17,Wednesday,0,0,0,Clear,30.0,1360,3767,1634
Dwarka,2025-04-16,18,Wednesday,0,0,0,Clear,28.7,1634,5705,2816
Dwarka,2025-04-16,19,Wednesday,0,0,0,Clear,27.6,2816,5072,1632
Dwarka,2025-04-16,20,Wednesday,0,0,0,Clear,26.8,1632,3694,875
Dwarka,2025-04-16,21,Wednesday,0,0,0,Clear,24.9,875,2685,618
Dwarka,2025-04-16,22,Wednesday,0,0,0,Clear,25.0,618,1808,332
Dwarka,2025-04-16,23,Wednesday,0,0,0,Clear,23.6,332,914,94
Dwarka,2025-04-17,0,Thursday,0,0,0,Clear,27.2,94,450,31
Dwarka,2025-04-17,1,Thursday,0,0,0,Clear,26.2,31,247,24
Dwarka,2025-04-17,2,Thursday,0,0,0,Clear,25.6,24,147,21
Dwarka,2025-04-17,3,Thursday,0,0,0,Clear,25.1,21,137,53
Dwarka,2025-04-17,4,Thursday,0,0,0,Clear,27.2,53,492,313
Dwarka,2025-04-17,5,Thursday,0,0,0,Clear,27.4,313,1263,758
Dwarka,2025-04-17,6,Thursday,0,0,0,Clear,28.2,758,2616,1505
Dwarka,2025-04-17,7,Thursday,0,0,0,Clear,29.6,1505,3782,1924
Dwarka,2025-04-17,8,Thursday,0,0,0,Clear,30.6,1924,4587,2055
Dwarka,2025-04-17,9,Thursday,0,0,0,Clear,32.8,2055,4706,1850
Dwarka,2025-04-17,10,Thursday,0,0,0,Clear,34.3,1850,4094,1527
Dwarka,2025-04-17,11,Thursday,0,0,0,Clear,34.0,1527,4074,1562
Dwarka,2025-04-17,12,Thursday,0,0,0,Clear,36.5,1562,3066,827
Dwarka,2025-04-17,13,Thursday,0,0,0,Clear,36.1,827,2859,1014
Dwarka,2025-04-17,14,Thursday,0,0,0,Clear,36.3,1014,2523,752
Dwarka,2025-04-17,15,Thursday,0,0,0,Clear,36.3,752,3014,1297
Dwarka,2025-04-17,16,Thursday,0,0,0,Clear,35.6,1297,3690,1694
Dwarka,2025-04-17,17,Thursday,0,0,0,Clear,34.5,1694,4769,2231
Dwarka,2025-04-17,18,Thursday,0,0,0,Clear,34.3,2231,5343,2208
Dwarka,2025-04-17,19,Thursday,0,0,0,Clear,31.8,2208,4694,1608
Dwarka,2025-04-17,20,Thursday,0,0,0,Clear,30.8,1608,4226,1362
Dwarka,2025-04-17,21,Thursday,0,0,0,Clear,30.8,1362,3037,725
Dwarka,2025-04-17,22,Thursday,0,0,0,Clear,29.0,725,1864,348
Dwarka,2025-04-17,23,Thursday,0,0,0,Clear,28.7,348,1099,120
Dwarka,2025-04-18,0,Friday,0,1,0,Sunny,26.0,120,582,54
Dwarka,2025-04-18,1,Friday,0,1,0,Sunny,25.2,54,324,38
Dwarka,2025-04-18,2,Friday,0,1,0,Sunny,25.8,38,203,36
Dwarka,2025-04-18,3,Friday,0,1,0,Sunny,25.0,36,232,98
Dwarka,2025-04-18,4,Friday,0,1,0,Sunny,26.3,98,967,634
Dwarka,2025-04-18,5,Friday,0,1,0,Sunny,26.8,634,2312,1366
Dwarka,2025-04-18,6,Friday,0,1,0,Sunny,28.0,1366,3943,2066
Dwarka,2025-04-18,7,Friday,0,1,0,Sunny,30.5,2066,6291,3251
Dwarka,2025-04-18,8,Friday,0,1,0,Sunny,30.2,3251,7926,3572
Dwarka,2025-04-18,9,Friday,0,1,0,Sunny,32.0,3572,7662,2915
Dwarka,2025-04-18,10,Friday,0,1,0,Sunny,33.4,2915,6815,2102
Dwarka,2025-04-18,11,Friday,0,1,0,Sunny,34.5,2102,6302,2361
Dwarka,2025-04-18,12,Friday,0,1,0,Sunny,35.0,2361,4989,1335
Dwarka,2025-04-18,13,Friday,0,1,0,Sunny,36.8,1335,4411,1319
Dwarka,2025-04-18,14,Friday,0,1,0,Sunny,37.2,1319,4660,1934
Dwarka,2025-04-18,15,Friday,0,1,0,Sunny,35.7,1934,5374,2348
Dwarka,2025-04-18,16,Friday,0,1,0,Sunny,35.1,2348,5881,2379
Dwarka,2025-04-18,17,Friday,0,1,0,Sunny,34.4,2379,7080,2980
Dwarka,2025-04-18,18,Friday,0,1,0,Sunny,34.3,2980,8420,3691
Dwarka,2025-04-18,19,Friday,0,1,0,Sunny,33.4,3691,8080,3035
Dwarka,2025-04-18,20,Friday,0,1,0,Sunny,31.2,3035,6706,1965
Dwarka,2025-04-18,21,Friday,0,1,0,Sunny,29.6,1965,4830,1114
Dwarka,2025-04-18,22,Friday,0,1,0,Sunny,27.0,1114,2986,486
Dwarka,2025-04-18,23,Friday,0,1,0,Sunny,26.9,486,1716,149
Dwarka,2025-04-19,0,Saturday,1,0,0,Clear,19.9,149,898,54
Dwarka,2025-04-19,1,Saturday,1,0,0,Clear,19.1,54,491,37
